id,Opening_code,opening_name,Opening_moves
4ohxsOYi,A40,Modern Defense,2
nBIWZ8Fi,A10,English Opening: Great Snake Variation,2
IIlpa2I0,A40,Horwitz Defense,2
Fl7n8wyn,A15,English Opening: Anglo-Indian Defense,2
kATFCmb6,B43,Sicilian Defense: Kan Variation |  Wing Attack,10
8BHaVwSf,C00,French Defense: Knight Variation,3
JHs2yQVf,B53,Sicilian Defense: Chekhover Variation,7
WOwzREnN,C00,French Defense: Knight Variation,3
vCxVnALT,D00,Queen's Pawn Game #2,3
BAKj62Jt,C21,Danish Gambit Accepted |  Classical Defense,10
IhPROx4l,A00,Mieses Opening,1
FEAnKMLP,B00,Carr Defense,2
wwF013vq,A00,Polish Opening,1
UVCNEXse,C01,French Defense: Mediterranean Defense,4
YeWcT5XP,C00,French Defense #2,2
mOQE6k1N,D02,Queen's Pawn Game: Zukertort Variation,3
nIQ2d4S6,A40,Horwitz Defense,2
PRsV872Z,A03,Bird Opening: Dutch Variation,2
TQOTfC0X,A10,English Opening: Great Snake Variation,2
XA0DImut,A11,English Opening: Caro-Kann Defensive System,2
SBB7hpZn,A15,English Opening: Anglo-Indian Defense,2
9LBbJAy5,C10,French Defense: Marshall Variation,6
jkBe42CV,A10,English Opening: Great Snake Variation,2
Z9FnkzxR,C01,French Defense: Exchange Variation,5
rt1IFgnN,C07,French Defense: Tarrasch Variation |  Open System,6
m6bOuo2a,A34,English Opening: Symmetrical Variation |  Normal Variation,3
d79KE45O,D08,Queen's Gambit Refused: Albin Countergambit |  Normal Line,7
VzLpYJ1R,A30,English Opening: Symmetrical Variation,2
wLCl9YNn,E61,King's Indian Defense,6
RSsb4wYF,A08,King's Indian Attack,4
lm8AKQIn,A11,English Opening: Caro-Kann Defensive System,2
uiJ5thnm,A13,English Opening: Agincourt Defense,2
GHlw6n8z,D11,Slav Defense: Bonet Gambit,7
yLhzi5Dd,D03,Queen's Pawn Game: Torre Attack,5
brPQOL4Y,D06,Queen's Gambit Refused: Marshall Defense,4
gH21a6oq,D20,Queen's Gambit Accepted: Old Variation,5
giix8ieL,D31,Queen's Gambit Declined: Queen's Knight Variation,5
Un8lFrlI,D50,Queen's Gambit Declined: Modern Variation,7
xNeUwMhV,B52,Sicilian Defense: Canal Attack |  Main Line,6
ckyHRYkd,D06,Queen's Gambit Refused: Marshall Defense,4
qRI4whmd,A73,Benoni Defense: Classical Variation |  Main Line,17
fE1B5wMl,D20,Queen's Gambit Accepted: Old Variation,5
pbX2HMso,D35,Queen's Gambit Declined: Exchange Variation |  Positional Variation #2,9
TVcCQzD5,A01,Nimzo-Larsen Attack: Modern Variation #4,5
KYsVM4yI,D31,Semi-Slav Defense: Accelerated Move Order,6
e4kFuJQ9,C50,Italian Game,5
5FPLsNja,C20,King's Pawn Game: Wayward Queen Attack,3
uBwEbVAF,D20,Queen's Gambit Accepted: Old Variation,5
7sZ6ADlB,C44,Ponziani Opening: Jaenisch Counterattack,6
1iCdDMNl,D20,Queen's Gambit Accepted: Old Variation,5
8lPSOnVV,D31,Queen's Gambit Declined: Queen's Knight Variation,5
YQvHXNdq,D35,Queen's Gambit Declined: Exchange Variation |  Positional Variation,10
BHUzGb7V,A40,Englund Gambit Declined |  Reversed French,3
W3fUpxff,D20,Queen's Gambit Accepted: Old Variation,5
eCQSU6WF,D08,Queen's Gambit Refused: Albin Countergambit,4
sOofcpg2,D21,Queen's Gambit Accepted: Rosenthal Variation,6
stoudusq,C44,Scotch Game,5
Q8AA3Qby,D00,Queen's Pawn Game: Chigorin Variation,3
R9lE5mr6,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
KKoEd9W4,C50,Four Knights Game: Italian Variation,8
AFBQ040C,C50,Italian Game: Hungarian Defense,6
jRosMYvP,C21,Center Game,5
47I7Smmy,C70,Ruy Lopez: Morphy Defense |  Caro Variation,8
mjeeolDf,C42,Russian Game: Three Knights Game,5
bn6tE2Gy,B18,Caro-Kann Defense: Classical Variation,8
SQz0aocr,C53,Italian Game: Classical Variation |  Center Attack,9
9bpYNzjf,C78,Ruy Lopez: Morphy Defense |  Neo-Arkhangelsk Variation,10
faXIXTIb,D00,Queen's Pawn Game,2
BvcCXIJt,C41,Philidor Defense,5
FH8TvLSY,C65,Ruy Lopez: Berlin Defense #2,6
99ONvKAR,C70,Ruy Lopez: Morphy Defense |  Graz Variation,10
ukTTpK9V,C53,Italian Game: Classical Variation |  Giuoco Pianissimo,9
XwMJo8Hb,A00,Hungarian Opening,1
Wxgi9dv0,C70,Ruy Lopez: Morphy Defense |  Caro Variation,8
zijw7opz,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,5
5XspUzEQ,C50,Giuoco Piano,6
mF8Y8wMD,C20,King's Pawn Game: Macleod Attack,3
0iDlMyOe,C64,Ruy Lopez: Classical Variation,6
S6w3WP4J,C70,Ruy Lopez: Morphy Defense |  Graz Variation,10
dMKJGAdC,C53,Italian Game: Classical Variation #2,7
XRepUkbo,D02,Queen's Pawn Game: Zukertort Variation,3
8qrohlbN,C42,Petrov's Defense,4
YjfJDGGF,C20,Bishop's Opening: Boi Variation,4
z3qhi0Bd,C44,Scotch Game,5
mN4q9WaV,C42,Russian Game: Three Knights Game,5
o2qYkjN6,C55,Italian Game: Two Knights Defense |  Modern Bishop's Opening,7
KCGLwr8V,D01,Queen's Pawn Game: Chigorin Variation,4
x1WIDEZK,C50,Italian Game,5
snYK1vb6,C00,French Defense: Normal Variation,3
tCGqQulN,C20,King's Pawn Game: Leonardis Variation,3
d8WlBOrX,C40,Elephant Gambit: Paulsen Countergambit,6
pWKk30rV,C20,King's Pawn Game: Leonardis Variation,3
wQrRnpIt,A00,Van't Kruijs Opening,1
qFF2fQKT,C15,French Defense: Winawer Variation |  Winckelmann-Riemer Gambit,7
3hcX07ip,C00,French Defense: Two Knights Variation,5
bg6UbBVr,C46,Three Knights Opening,5
qful43xo,C42,Russian Game: Three Knights Game,5
tSsmRu5M,C26,Vienna Game: Falkbeer Variation,4
FdDUEr14,C50,Giuoco Piano,6
KNp9mDXB,C70,Ruy Lopez,6
SdKFE3PV,C48,Four Knights Game: Spanish Variation,7
6eguvCWU,C41,Philidor Defense,5
BLTfqEmu,B00,Goldsmith Defense: Picklepuss Defense,4
x0M9UzvX,A00,Ware Opening,1
HDH18gtj,B06,Modern Defense: Standard Defense,6
lHNSzBps,B23,Sicilian Defense: Closed Variation,3
PyEpiSJp,A10,English Opening: Anglo-Scandinavian Defense |  Schulz Gambit,4
yyxv1Rvw,B23,Sicilian Defense: Grand Prix Attack,5
15LAUrJ2,A15,English Opening: Anglo-Indian Defense,2
A7XDlKwD,A01,Nimzo-Larsen Attack: English Variation,2
ihRvX5OV,A45,Indian Game,2
ZYvbvpag,B01,Scandinavian Defense: Marshall Variation,6
BnUS7DQe,B01,Scandinavian Defense,2
W8zaOGXs,A01,Nimzo-Larsen Attack: Classical Variation,2
TpxYFubZ,B09,Pirc Defense: Austrian Attack |  Unzicker Attack,11
N7FMrhyD,A01,Nimzo-Larsen Attack,1
leveeyFX,A02,Bird Opening,1
cRu3Kf1o,A01,Nimzo-Larsen Attack: English Variation,2
gShSMXDR,B00,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,5
NYlPGBFO,B01,Scandinavian Defense: Modern Variation #2,4
brC35BxF,A01,Nimzo-Larsen Attack: Classical Variation,2
fwGfUhX6,A52,Budapest Defense: Adler Variation,7
h0irlyP1,B01,Scandinavian Defense: Icelandic-Palme Gambit,6
eliy5ecl,B01,Scandinavian Defense: Icelandic-Palme Gambit,6
3sNZxnJZ,B01,Scandinavian Defense: Modern Variation,5
fFfNpkab,A01,Nimzo-Larsen Attack: Symmetrical Variation,2
k8bpLGVX,A01,Nimzo-Larsen Attack: Modern Variation #4,5
inhWg7LE,B01,Scandinavian Defense: Modern Variation #2,4
s8b6pWX3,B00,Nimzowitsch Defense: Scandinavian Variation |  Advance Variation,5
FGUuHBIN,E90,King's Indian Defense: Normal Variation |  Rare Defenses,9
FfPQwkyj,B23,Sicilian Defense: Closed,4
jTvyCsWT,A06,Reti Opening,2
qn5XNlhr,C00,French Defense: Normal Variation,3
eJgE3AVx,A04,Zukertort Opening: Slav Invitation,2
YNQ5pxFn,B02,Alekhine Defense,2
WQTHwpKc,A48,London System,5
ndZRhK6w,B01,Scandinavian Defense: Marshall Variation,6
RkhniADk,A15,English Opening: Anglo-Indian Defense |  King's Indian Formation,4
y9jJdqti,B15,Caro-Kann Defense: Alekhine Gambit,9
yC4TNsVZ,C70,Ruy Lopez: Morphy Defense |  Caro Variation,8
sfAQRL4r,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
73yrL8pJ,C50,Italian Game: Giuoco Pianissimo,7
TWpQfwRs,C48,Four Knights Game: Spanish Variation,7
33CuQ7Wv,C48,Four Knights Game: Spanish Variation |  Classical Variation,8
H8ZbC9Nb,C60,Ruy Lopez,5
c97bIIYV,B20,Sicilian Defense,2
nQNTkDIK,D17,Slav Defense: Czech Variation,10
YcFsnSyR,B20,Sicilian Defense,2
3zUeArOl,B50,Sicilian Defense,4
YDr0Gbb8,C41,Philidor Defense: Exchange Variation,8
bkePgHvV,D01,Richter-Veresov Attack,5
1Rb8zwjl,D00,Blackmar-Diemer Gambit: Teichmann Variation,10
zJiScU54,D20,Queen's Gambit Accepted,4
Z4SG1Ob7,C00,French Defense: Knight Variation,3
8MfLGOXL,D10,Slav Defense #2,5
JAAIwQEV,A43,Franco-Benoni Defense,5
DDTJ3Yeo,C02,French Defense: Advance Variation |  Paulsen Attack,9
hn1NqGaN,B06,Robatsch (Modern) Defense,4
33xKIuG7,A65,Benoni Defense: King's Pawn Line,11
tKZv5wGC,C02,French Defense: Advance Variation #2,7
c2WR287x,C02,French Defense: Advance Variation,8
MIapptBf,D30,Queen's Gambit Declined,4
J2GvS4LK,C07,French Defense: Tarrasch Variation |  Open System |  Suechting Line,7
Sfay2hYj,B01,Scandinavian Defense,2
wytBeWQ0,A00,Mieses Opening,1
Z0VzPUPm,A04,Zukertort Opening: Quiet System,3
1pBIszeA,C41,Philidor Defense: Nimzowitsch Variation,7
CAEZnTSC,A06,Zukertort Opening: Reversed Mexican Defense,3
JT1xA30W,C20,King's Pawn Game: Leonardis Variation,3
9UGcuRBe,D02,Queen's Pawn Game: Symmetrical Variation,4
LSQ4yNeU,C42,Russian Game: Damiano Variation,6
xSwSmC1e,C46,Four Knights Game: Halloween Gambit,7
TovD1oTY,B22,Sicilian Defense: Alapin Variation |  Smith-Morra Declined,8
u0FzSAO8,B33,Sicilian Defense: Lasker-Pelikan Variation |  Sveshnikov Variation |  Chelyabinsk Variation,17
1YmgTIJI,D02,Queen's Pawn Game: Symmetrical Variation |  Pseudo-Catalan,5
DYpN9YxD,C45,Scotch Game: Potter Variation,9
9ZsNhTh2,C61,Ruy Lopez: Bird Variation,6
78hLyDK0,A67,Benoni Defense: Taimanov Variation,15
mquRdEhM,B52,Sicilian Defense: Canal Attack |  Main Line,6
awUwx4yw,C42,Russian Game: Classical Attack |  Staunton Variation,16
wXWF2VOU,C47,Four Knights Game: Italian Variation |  Noa Gambit,9
AAiM3La2,B43,Sicilian Defense: Kan Variation |  Wing Attack,10
FrYghAWU,A40,Horwitz Defense,2
2HUEMO77,C62,Ruy Lopez: Steinitz Defense,6
ob8ByiQL,A04,Zukertort Opening: Sicilian Invitation,2
XDgrsvyY,D94,Gruenfeld Defense: Three Knights Variation |  Burille Variation,9
drftECef,E20,Nimzo-Indian Defense: Ragozin Variation,8
lLnTBNyP,C42,Petrov's Defense,4
q1qoMs5p,D37,Queen's Gambit Declined: Three Knights Variation,7
FicdeaYj,B17,Caro-Kann Defense: Karpov Variation |  Tiviakov-Fischer Attack,12
DrNPTV0R,B22,Sicilian Defense: Alapin Variation |  Smith-Morra Declined,8
h8sFveY6,E21,Nimzo-Indian Defense: Three Knights Variation,7
YTPvqqDg,B02,Alekhine Defense,2
x3qqYZK7,B34,Sicilian Defense: Accelerated Dragon |  Modern Variation,9
TTXLxBqr,B43,Sicilian Defense: Kan Variation |  Wing Attack,10
tz5RAeQT,D30,Queen's Gambit Declined,4
M0iO8NeI,E00,Indian Game: East Indian Defense,4
DuBCgvJa,B33,Sicilian Defense: Lasker-Pelikan Variation |  Exchange Variation,11
4Sqxp7eu,A99,Dutch Defense: Classical Variation |  Ilyin-Zhenevsky Variation |  Modern Main Line,15
zbVWQB0i,B43,Sicilian Defense: Kan Variation |  Wing Attack,10
e0t2usED,B09,Pirc Defense: Austrian Attack |  Weiss Variation,11
jcoH8Yl5,C45,Scotch Game: Classical Variation,8
ynfbOFga,E61,King's Indian Defense,6
VG0al8lF,B22,Sicilian Defense: Alapin Variation |  Barmen Defense,6
QR3IXpzt,A16,English Opening: Anglo-Gruenfeld Defense,4
4SrloqB0,A22,English Opening: King's English Variation |  Two Knights Variation |  Reversed Dragon,6
aQ1k38XF,C41,Philidor Defense,5
PccY4zs2,B30,Sicilian Defense: Old Sicilian,4
MXV6B40A,E21,Nimzo-Indian Defense: Three Knights Variation,7
1mi2HfIm,B41,Sicilian Defense: Kan Variation,8
yqlKfOAp,B33,Sicilian Defense: Open,8
PSjD1Xhv,B90,Sicilian Defense: Najdorf Variation,10
eswCrJcC,B33,Sicilian Defense: Lasker-Pelikan Variation |  Exchange Variation,11
D9vtX3w9,D43,Semi-Slav Defense,8
Twie5enB,B21,Sicilian Defense: Smith-Morra Gambit #2,3
eoC6bFlt,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
Sex2TQMA,C48,Four Knights Game: Spanish Variation |  Rubinstein Variation,8
5Si2wSRc,D30,Queen's Gambit Declined,4
iKbLCzcl,D30,Queen's Gambit Declined,4
2MbA3y3n,D10,Slav Defense: Exchange Variation,5
P5HuMoRZ,D06,Queen's Gambit Refused: Marshall Defense,4
QgodfZ9N,B30,Sicilian Defense: Old Sicilian,4
8FYUaMEF,D30,Queen's Gambit Declined,4
OLLL4UW9,B30,Sicilian Defense: Old Sicilian,4
hjAt7pYG,C01,French Defense: Mediterranean Defense,4
WZ0QVNtC,A00,Van Geet Opening,1
nt4Pwj5C,C20,English Opening: The Whale,3
EfbR5viI,A40,Polish Defense,2
JrlAIscq,D02,Queen's Pawn Game: Zukertort Variation,3
Pl9lWO03,C66,Ruy Lopez: Berlin Defense |  Improved Steinitz Defense,8
1PCJShdC,C42,Petrov's Defense #3,6
KsrYTVJW,C41,Philidor Defense: Exchange Variation #2,7
ZydVhIrf,B20,Sicilian Defense,2
GUt4BWYv,E17,Queen's Indian Defense: Classical Variation,11
KOX0GIOh,A43,Old Benoni Defense,2
JLq6d7LP,B00,Owen Defense,2
3fwBIVZP,A01,Nimzo-Larsen Attack: Modern Variation #3,4
4RggB4Pd,B27,Sicilian Defense,3
Yb0t6EPX,A00,Kadas Opening,1
zHBeN1Ql,B07,Pirc Defense #4,2
HsolNMZx,C44,Scotch Game,5
fDGEuax4,C62,Ruy Lopez: Steinitz Defense,6
yzk9TBrf,C45,Scotch Game,7
7EOkF0DP,C41,Philidor Defense #2,4
Jdcqh0ZM,B34,Sicilian Defense: Accelerated Dragon |  Exchange Variation,9
zoaBo5Hf,C45,Scotch Game,7
lad73Yza,C62,Ruy Lopez: Steinitz Defense,6
IdLtnMSr,D30,Queen's Gambit Declined: Tarrasch Defense |  Pseudo-Tarrasch,6
jVg6I7ln,A00,Polish Opening,1
FBDzyVF9,E90,King's Indian Defense: Normal Variation |  Rare Defenses,9
99WIHFGT,D00,Queen's Pawn Game #2,3
IwZxp7dg,D46,Semi-Slav Defense: Romih Variation,12
ZP5ZQVcC,C57,Italian Game: Two Knights Defense |  Polerio Defense,10
mcIe47kW,C57,Italian Game: Two Knights Defense |  Fritz Variation,10
izepvFbk,B15,Caro-Kann Defense: Alekhine Gambit,9
079kHDqh,D02,Queen's Gambit Refused: Baltic Defense,4
3HcbGoZ7,C26,Vienna Game: Stanley Variation,5
nbM0dEPe,D02,Queen's Pawn Game: Symmetrical Variation,4
hN4to7eV,D11,Slav Defense: Modern Line,5
3T6iRhh0,A08,King's Indian Attack: Sicilian Variation,5
p80h54Rh,D02,Queen's Pawn Game: Zukertort Variation,3
7yjm4QKt,C67,Ruy Lopez: Berlin Defense |  Rio Gambit Accepted,8
GLNSsTvw,D02,Queen's Pawn Game: Zukertort Variation,3
AKDSQGBI,B21,Sicilian Defense: Smith-Morra Gambit #2,3
PklztzJG,D02,Queen's Pawn Game: London System,5
KU3BtTZA,D01,Queen's Pawn Game: Chigorin Variation,4
ngPkTMFq,B00,Owen Defense,2
PG8ZOrx8,D00,Queen's Pawn Game: Stonewall Attack,5
hh4qc2VN,C42,Russian Game: Damiano Variation,6
F8VACPac,D02,Queen's Pawn Game: Zukertort Variation,3
WddnNxvy,C22,Center Game: Normal Variation,6
IstEfy2X,A10,English Opening: Anglo-Lithuanian Variation,2
rXQXKATs,C68,Ruy Lopez: Exchange Variation |  King's Bishop Variation,10
BR4DwSI4,D02,Queen's Pawn Game: Chigorin Variation,4
3PMOVHCd,B30,Sicilian Defense: Old Sicilian,4
ZnlHxqo0,C41,Philidor Defense: Exchange Variation #2,7
DUjvd9GQ,C40,Elephant Gambit: Paulsen Countergambit,6
hrWVSoCt,A02,Bird Opening: From's Gambit,2
Y0ubgfvj,B33,Sicilian Defense: Lasker-Pelikan Variation |  Schlechter Variation,11
x3jqgdWW,A52,Budapest Defense: Adler Variation,7
4hOpQkq4,B21,Sicilian Defense: Smith-Morra Gambit,5
U7NDaOs3,C79,Ruy Lopez: Central Countergambit,10
BXpDfkWi,B21,Sicilian Defense: Smith-Morra Gambit #2,3
BqpWJ53F,B21,Sicilian Defense: Smith-Morra Gambit #2,3
ApAyKSwj,A51,Indian Game: Budapest Defense,4
xacBVmLA,B00,Owen Defense,2
JP6ug5fw,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
cOtmY0Wx,A01,Nimzo-Larsen Attack: Modern Variation #2,3
zkP3Fthl,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
vM7Emdp3,B33,Sicilian Defense: Open,8
3iG76tYn,C66,Ruy Lopez: Berlin Defense |  Improved Steinitz Defense,8
NZ89tkpl,D02,Queen's Pawn Game: Symmetrical Variation |  Pseudo-Catalan,5
C1JCoZAG,E30,Nimzo-Indian Defense: Leningrad Variation,7
8z5O0GXW,B33,Sicilian Defense: Lasker-Pelikan Variation |  Schlechter Variation,11
xqeX9j9X,C47,Four Knights Game: Scotch Variation Accepted,8
lVByKtnM,E20,Nimzo-Indian Defense: Ragozin Variation,8
O2lH7Ylz,D00,Queen's Pawn Game: Mason Attack,3
YFAGqr4x,A45,Trompowsky Attack,3
i2XoU16H,C27,Vienna Game #2,6
sviA3YFR,C29,Vienna Game: Vienna Gambit |  Main Line,6
ufqg7t3b,B07,Pirc Defense #2,5
T9C3CKwR,C48,Four Knights Game: Spanish Variation |  Rubinstein Variation,8
blXTFCHC,A42,Modern Defense: Averbakh System |  Kotov Variation,8
Qc2LiPNG,D00,Queen's Pawn Game: Mason Attack,3
o5uWDufD,A71,Benoni Defense: Classical Variation |  Averbakh-Grivas Attack,15
WsLE7r8G,A02,System: Double Duck Formation,4
tfKCa5g6,D30,Queen's Gambit Declined: Traditional Variation,7
0pV2ZEKN,D00,Queen's Pawn Game,2
bo6KptgN,E61,King's Indian Defense,6
CMeeDg2P,D00,Queen's Pawn Game: Mason Attack,3
TpJErHGl,C77,Ruy Lopez: Morphy Defense |  Tarrasch Variation,9
WnMm30N9,B06,Modern Defense: Standard Line,5
bn42hcxq,C62,Ruy Lopez: Steinitz Defense,6
cMSuepTX,D35,Queen's Gambit Declined: Normal Defense,6
HFJ7z4tg,B32,Sicilian Defense: Loewenthal Variation,8
6bL2hd0X,B21,Sicilian Defense: Smith-Morra Gambit #2,3
UiMj8nXK,B94,Sicilian Defense: Najdorf Variation,11
pM3fIP4b,B30,Sicilian Defense: Old Sicilian,4
bTIIkDZL,D30,Queen's Gambit Declined: Traditional Variation,7
Yekg9T0E,B40,Sicilian Defense: French Variation |  Normal,8
trc6nw8p,B30,Sicilian Defense: Old Sicilian,4
GK3m5eMT,C41,Philidor Defense: Exchange Variation #2,7
ObJZSmQe,D02,Queen's Pawn Game: Chigorin Variation,4
iJubJD4Y,D00,Blackmar-Diemer Gambit,3
oNpjGRlN,C45,Scotch Game: Paulsen Attack,13
WB4cuSmD,C55,Italian Game: Anti-Fried Liver Defense,6
rDQajEka,D00,Queen's Pawn Game #2,3
ZCuSLgmJ,B32,Sicilian Defense: Open #3,7
JDSNvohS,B32,Sicilian Defense: Loewenthal Variation,8
AusrgQtE,C55,Italian Game: Anti-Fried Liver Defense,6
RjReoOOB,A00,Van't Kruijs Opening,1
5cfVF8SL,C00,French Defense: Normal Variation,3
9y0B0iGR,A00,Van't Kruijs Opening,1
TpzoFNxO,C46,Three Knights Opening #2,6
c9WUjuhv,B32,Sicilian Defense: Loewenthal Variation,8
wZf7MIFt,C00,French Defense: Normal Variation,3
xegjALEz,C55,Italian Game: Anti-Fried Liver Defense,6
zKEJPiXZ,C60,Ruy Lopez,5
wmytcciw,B43,Sicilian Defense: Kan Variation |  Knight Variation,9
Rl65IQlX,C45,Scotch Game,7
0am1YP3X,C62,Ruy Lopez: Steinitz Defense,6
mw9H8a1S,B00,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,5
EqSC4jnk,C41,Philidor Defense #3,5
0CCos4zy,C20,King's Pawn Game: Leonardis Variation,3
P8PM7tjz,B20,Sicilian Defense,2
3Xzd26zM,C41,Philidor Defense #3,5
Manr2avh,D00,Queen's Pawn Game,2
HJmmJQON,D02,Queen's Pawn Game: Chigorin Variation,4
4lFC7APk,B38,Sicilian Defense: Accelerated Dragon |  Maroczy Bind,11
3rut0m4E,B32,Sicilian Defense: Open #3,7
9uLhcP9g,B30,Sicilian Defense: Old Sicilian,4
Mn8AEg13,A40,English Defense #2,2
c3O7fGUn,B00,Owen Defense,2
7zzPkdqI,A04,Zukertort Opening: Sicilian Invitation,2
2ERWk5Nz,B00,Owen Defense,2
LEmwK75U,A08,King's Indian Attack,4
qYIME8DX,A01,Nimzo-Larsen Attack: Classical Variation,2
qMp7FQYG,A00,Van't Kruijs Opening,1
g6PrunIx,C64,Ruy Lopez: Classical Variation,6
2jX8ylTs,B07,Pirc Defense #3,6
zGqvcAue,C64,Ruy Lopez: Classical Variation |  Central Variation,7
23WLlukF,B90,Sicilian Defense: Najdorf Variation |  English Attack,11
DTfofNSS,D04,Queen's Pawn Game: Colle System |  Anti-Colle,6
6YAtxCka,B13,Caro-Kann Defense: Exchange Variation,5
JLfmEWad,B12,Caro-Kann Defense: Advance Variation |  Van der Wiel Attack,7
FqftsOiN,B12,Caro-Kann Defense: Advance Variation,5
mskSEbwv,B12,Caro-Kann Defense: Advance Variation |  Van der Wiel Attack,7
1hVQBHde,D00,Blackmar-Diemer Gambit #2,5
MRBPa9AX,B01,Scandinavian Defense: Modern Variation,5
iCq06qa3,B13,Caro-Kann Defense: Exchange Variation |  Rubinstein Variation,11
W9898sKn,B13,Caro-Kann Defense: Exchange Variation |  Rubinstein Variation,11
cUi6SZv8,B11,Caro-Kann Defense: Two Knights Attack |  Mindeno Variation |  Retreat Line,8
pmaYJ9Kv,C45,Scotch Game: Schmidt Variation,8
dKenDQ27,B10,Caro-Kann Defense: Breyer Variation,3
sfeyoLzl,B12,Caro-Kann Defense: Advance Variation,5
79RGpjMH,C00,French Defense: Normal Variation,3
KVgN96ck,B01,Scandinavian Defense: Panov Transfer,6
65Um9Tcf,B01,Scandinavian Defense: Modern Variation #2,4
stmk2OCH,C45,Scotch Game: Classical Variation,8
niNth6JB,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
0rISydr6,D10,Slav Defense #2,5
9JFLJi6k,B10,Caro-Kann Defense: Accelerated Panov Attack #2,4
inyTCeV2,A02,Bird Opening,1
td0tnDDQ,B01,Scandinavian Defense: Marshall Variation,6
uMoXrR1H,B87,Sicilian Defense: Sozin Attack |  Flank Variation,14
RmLnL0CM,B01,Scandinavian Defense: Modern Variation #2,4
djXJIqVW,B01,Scandinavian Defense: Modern Variation #2,4
srcEDwLR,D12,Slav Defense: Exchange Variation |  Schallopp Variation,11
zlQThGVX,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,5
iZxEsXji,B01,Scandinavian Defense: Icelandic-Palme Gambit,6
0zirgLwT,B01,Scandinavian Defense: Icelandic-Palme Gambit,6
DlQedaAr,B07,Rat Defense: Balogh Defense,4
yP8CgGMt,A20,English Opening: King's English Variation,2
NLpJ8sIu,B07,Rat Defense: Balogh Defense,4
cNG54gY5,A03,Bird Opening: Dutch Variation,2
WHRdaJm2,B07,Rat Defense: Balogh Defense,4
6mELPaah,C20,King's Pawn Game: Mengarini's Opening,3
eP09Yv7W,A02,Bird Opening,1
KfuKdhkr,D10,Slav Defense #2,5
V7a3QIoB,A02,Bird Opening,1
mzWzFRLc,A00,Van't Kruijs Opening,1
eBQhNVnO,C20,King's Pawn Game: Mengarini's Opening,3
pSa9EQDs,A02,Bird Opening,1
2QfmNLYQ,D00,Queen's Pawn Game: Mason Attack,3
DRU2XG6w,E59,Nimzo-Indian Defense: Normal Variation |  Bernstein Defense,19
3sgLsYyY,C91,Ruy Lopez: Closed Variations |  Bogoljubov Variation,18
O0OBA96e,D12,Slav Defense: Quiet Variation |  Pin Defense,8
XryQwipq,B30,Sicilian Defense: Old Sicilian,4
1tXeLMK6,E14,Queen's Indian Defense: Spassky System,7
AkbbM88h,C41,Philidor Defense: Exchange Variation #2,7
ZACSaRzi,E00,Indian Game: East Indian Defense,4
HpBrr0uW,C66,Ruy Lopez: Berlin Defense |  Improved Steinitz Defense,8
XzDEJEAK,C00,French Defense #2,2
w5In6nw7,E20,Nimzo-Indian Defense,6
xoVyq1H5,C42,Russian Game: Nimzowitsch Attack,9
OKJpY1xW,C42,Russian Game: Karklins-Martinovsky Variation,7
2WXCama5,D00,Queen's Pawn Game,2
AhfLQxfz,B34,Sicilian Defense: Accelerated Dragon |  Modern Variation,9
xo07RRgm,C50,Italian Game: Giuoco Pianissimo |  Normal,8
aHpSpXBY,C11,French Defense: Steinitz Variation |  Boleslavsky Variation,13
5YtoU21m,A45,Trompowsky Attack,3
vU4OAYrU,C41,Philidor Defense,5
NUEMIiIT,C42,Russian Game: Urusov Gambit,5
