id,increment_code,Start_on,End_on
9LBbJAy5,5+5,1502810000000.0,1502810000000.0
jkBe42CV,5+5,1502810000000.0,1502810000000.0
Z9FnkzxR,5+5,1502810000000.0,1502810000000.0
rt1IFgnN,5+5,1502810000000.0,1502810000000.0
m6bOuo2a,5+5,1502730000000.0,1502730000000.0
d79KE45O,5+5,1502730000000.0,1502730000000.0
VzLpYJ1R,5+5,1502730000000.0,1502730000000.0
wLCl9YNn,5+5,1502730000000.0,1502730000000.0
RSsb4wYF,5+5,1502730000000.0,1502730000000.0
lm8AKQIn,5+5,1502730000000.0,1502730000000.0
uiJ5thnm,5+5,1502730000000.0,1502730000000.0
GHlw6n8z,15+15,1504210000000.0,1504220000000.0
yLhzi5Dd,15+2,1503470000000.0,1503470000000.0
brPQOL4Y,15+2,1503360000000.0,1503360000000.0
gH21a6oq,10+0,1502750000000.0,1502750000000.0
giix8ieL,15+2,1502490000000.0,1502490000000.0
Un8lFrlI,15+15,1502430000000.0,1502430000000.0
xNeUwMhV,15+15,1502400000000.0,1502400000000.0
ckyHRYkd,15+2,1502320000000.0,1502320000000.0
qRI4whmd,15+2,1502320000000.0,1502320000000.0
fE1B5wMl,15+2,1502300000000.0,1502300000000.0
pbX2HMso,15+2,1502250000000.0,1502250000000.0
TVcCQzD5,15+2,1502240000000.0,1502240000000.0
KYsVM4yI,15+2,1502230000000.0,1502230000000.0
e4kFuJQ9,40+20,1502130000000.0,1502130000000.0
5FPLsNja,15+2,1502080000000.0,1502080000000.0
uBwEbVAF,15+2,1502040000000.0,1502040000000.0
7sZ6ADlB,15+2,1502000000000.0,1502000000000.0
1iCdDMNl,15+2,1501960000000.0,1501960000000.0
8lPSOnVV,15+2,1501920000000.0,1501920000000.0
YQvHXNdq,15+2,1501870000000.0,1501870000000.0
BHUzGb7V,15+2,1501820000000.0,1501820000000.0
W3fUpxff,15+2,1501570000000.0,1501570000000.0
eCQSU6WF,15+2,1501530000000.0,1501530000000.0
sOofcpg2,15+2,1501530000000.0,1501530000000.0
stoudusq,15+15,1501120000000.0,1501120000000.0
Q8AA3Qby,15+15,1501120000000.0,1501120000000.0
R9lE5mr6,15+15,1501120000000.0,1501120000000.0
KKoEd9W4,15+15,1501120000000.0,1501120000000.0
AFBQ040C,15+15,1501120000000.0,1501120000000.0
jRosMYvP,10+0,1504120000000.0,1504130000000.0
47I7Smmy,10+0,1504120000000.0,1504120000000.0
mjeeolDf,15+15,1503950000000.0,1503950000000.0
bn6tE2Gy,15+15,1503930000000.0,1503930000000.0
SQz0aocr,15+15,1503890000000.0,1503890000000.0
9bpYNzjf,15+15,1503880000000.0,1503880000000.0
faXIXTIb,15+15,1503880000000.0,1503880000000.0
BvcCXIJt,10+0,1503870000000.0,1503870000000.0
FH8TvLSY,15+15,1503860000000.0,1503870000000.0
99ONvKAR,10+0,1503840000000.0,1503840000000.0
ukTTpK9V,15+15,1503840000000.0,1503840000000.0
XwMJo8Hb,10+0,1503530000000.0,1503530000000.0
Wxgi9dv0,10+0,1503530000000.0,1503530000000.0
zijw7opz,15+15,1503530000000.0,1503530000000.0
5XspUzEQ,15+15,1503530000000.0,1503530000000.0
mF8Y8wMD,10+0,1503440000000.0,1503440000000.0
0iDlMyOe,15+15,1503440000000.0,1503440000000.0
S6w3WP4J,15+15,1503280000000.0,1503280000000.0
dMKJGAdC,10+0,1503260000000.0,1503260000000.0
XRepUkbo,15+15,1503250000000.0,1503260000000.0
8qrohlbN,15+15,1503250000000.0,1503250000000.0
YjfJDGGF,15+15,1503020000000.0,1503020000000.0
z3qhi0Bd,15+15,1502840000000.0,1502840000000.0
mN4q9WaV,15+15,1502840000000.0,1502840000000.0
o2qYkjN6,15+15,1502830000000.0,1502840000000.0
KCGLwr8V,15+15,1502830000000.0,1502830000000.0
x1WIDEZK,15+15,1502760000000.0,1502760000000.0
snYK1vb6,15+15,1502760000000.0,1502760000000.0
tCGqQulN,15+15,1502410000000.0,1502410000000.0
d8WlBOrX,15+15,1502330000000.0,1502330000000.0
pWKk30rV,15+15,1502320000000.0,1502320000000.0
wQrRnpIt,15+15,1502320000000.0,1502320000000.0
qFF2fQKT,15+15,1502310000000.0,1502320000000.0
3hcX07ip,10+0,1502160000000.0,1502160000000.0
bg6UbBVr,15+15,1502150000000.0,1502160000000.0
qful43xo,15+15,1502150000000.0,1502150000000.0
tSsmRu5M,15+15,1502080000000.0,1502080000000.0
FdDUEr14,15+15,1502080000000.0,1502080000000.0
KNp9mDXB,15+15,1501810000000.0,1501810000000.0
SdKFE3PV,15+15,1501810000000.0,1501810000000.0
6eguvCWU,15+15,1501800000000.0,1501810000000.0
BLTfqEmu,15+15,1501800000000.0,1501800000000.0
x0M9UzvX,15+15,1501800000000.0,1501800000000.0
HDH18gtj,10+0,1504280000000.0,1504280000000.0
lHNSzBps,10+0,1504270000000.0,1504270000000.0
PyEpiSJp,10+0,1504230000000.0,1504230000000.0
yyxv1Rvw,10+0,1504230000000.0,1504230000000.0
15LAUrJ2,10+0,1504230000000.0,1504230000000.0
A7XDlKwD,10+0,1504230000000.0,1504230000000.0
ihRvX5OV,10+0,1504210000000.0,1504210000000.0
ZYvbvpag,10+0,1504210000000.0,1504210000000.0
BnUS7DQe,10+0,1504210000000.0,1504210000000.0
W8zaOGXs,10+0,1504210000000.0,1504210000000.0
TpxYFubZ,10+0,1504210000000.0,1504210000000.0
N7FMrhyD,10+0,1504200000000.0,1504210000000.0
leveeyFX,10+0,1504200000000.0,1504200000000.0
cRu3Kf1o,10+0,1504200000000.0,1504200000000.0
gShSMXDR,10+0,1504200000000.0,1504200000000.0
NYlPGBFO,10+0,1504200000000.0,1504200000000.0
brC35BxF,10+0,1504200000000.0,1504200000000.0
fwGfUhX6,10+0,1504200000000.0,1504200000000.0
h0irlyP1,10+0,1504200000000.0,1504200000000.0
eliy5ecl,10+0,1504200000000.0,1504200000000.0
3sNZxnJZ,10+0,1504120000000.0,1504120000000.0
fFfNpkab,10+0,1504110000000.0,1504110000000.0
k8bpLGVX,10+0,1504110000000.0,1504110000000.0
inhWg7LE,10+0,1504110000000.0,1504110000000.0
s8b6pWX3,10+0,1504110000000.0,1504110000000.0
FGUuHBIN,10+0,1504110000000.0,1504110000000.0
FfPQwkyj,5+5,1504280000000.0,1504280000000.0
jTvyCsWT,5+5,1504280000000.0,1504280000000.0
qn5XNlhr,5+5,1504280000000.0,1504280000000.0
eJgE3AVx,5+5,1504280000000.0,1504280000000.0
YNQ5pxFn,5+5,1504280000000.0,1504280000000.0
WQTHwpKc,5+5,1504270000000.0,1504280000000.0
ndZRhK6w,5+5,1504260000000.0,1504260000000.0
RkhniADk,5+5,1504260000000.0,1504260000000.0
y9jJdqti,5+5,1504260000000.0,1504260000000.0
yC4TNsVZ,10+5,1504280000000.0,1504280000000.0
sfAQRL4r,11+5,1503860000000.0,1503860000000.0
73yrL8pJ,10+0,1503860000000.0,1503860000000.0
TWpQfwRs,11+5,1503860000000.0,1503860000000.0
33CuQ7Wv,10+5,1503600000000.0,1503600000000.0
H8ZbC9Nb,10+0,1502490000000.0,1502490000000.0
c97bIIYV,10+0,1502490000000.0,1502490000000.0
nQNTkDIK,10+15,1502490000000.0,1502490000000.0
YcFsnSyR,10+0,1502390000000.0,1502400000000.0
3zUeArOl,10+0,1502390000000.0,1502390000000.0
YDr0Gbb8,10+10,1502380000000.0,1502380000000.0
bkePgHvV,10+10,1502380000000.0,1502380000000.0
1Rb8zwjl,10+5,1502380000000.0,1502380000000.0
zJiScU54,10+0,1501280000000.0,1501280000000.0
Z4SG1Ob7,10+0,1500680000000.0,1500680000000.0
8MfLGOXL,10+0,1498590000000.0,1498590000000.0
JAAIwQEV,15+15,1503420000000.0,1503420000000.0
DDTJ3Yeo,15+15,1503170000000.0,1503180000000.0
hn1NqGaN,15+15,1503170000000.0,1503170000000.0
33xKIuG7,15+15,1503070000000.0,1503080000000.0
tKZv5wGC,15+15,1502570000000.0,1502570000000.0
c2WR287x,15+15,1502560000000.0,1502560000000.0
MIapptBf,15+15,1502550000000.0,1502550000000.0
J2GvS4LK,15+15,1502550000000.0,1502550000000.0
Sfay2hYj,10+2,1503730000000.0,1503730000000.0
wytBeWQ0,5+5,1503680000000.0,1503680000000.0
Z0VzPUPm,10+5,1503070000000.0,1503080000000.0
1pBIszeA,10+5,1503070000000.0,1503070000000.0
CAEZnTSC,10+5,1503070000000.0,1503070000000.0
JT1xA30W,5+5,1493400000000.0,1493400000000.0
9UGcuRBe,7+5,1493230000000.0,1493230000000.0
LSQ4yNeU,7+5,1493230000000.0,1493230000000.0
xSwSmC1e,10+0,1502130000000.0,1502130000000.0
TovD1oTY,10+0,1502120000000.0,1502130000000.0
u0FzSAO8,10+0,1502040000000.0,1502040000000.0
1YmgTIJI,10+0,1502040000000.0,1502040000000.0
DYpN9YxD,10+0,1502040000000.0,1502040000000.0
9ZsNhTh2,10+0,1502040000000.0,1502040000000.0
78hLyDK0,10+0,1502040000000.0,1502040000000.0
mquRdEhM,10+0,1502040000000.0,1502040000000.0
awUwx4yw,10+0,1502040000000.0,1502040000000.0
wXWF2VOU,10+0,1502040000000.0,1502040000000.0
AAiM3La2,10+0,1501970000000.0,1501970000000.0
FrYghAWU,10+0,1501970000000.0,1501970000000.0
2HUEMO77,10+0,1501970000000.0,1501970000000.0
ob8ByiQL,10+0,1501970000000.0,1501970000000.0
XDgrsvyY,10+0,1501970000000.0,1501970000000.0
drftECef,10+0,1501970000000.0,1501970000000.0
lLnTBNyP,10+0,1501970000000.0,1501970000000.0
q1qoMs5p,10+0,1501950000000.0,1501950000000.0
FicdeaYj,10+0,1501950000000.0,1501950000000.0
DrNPTV0R,10+0,1501950000000.0,1501950000000.0
h8sFveY6,10+0,1501800000000.0,1501800000000.0
YTPvqqDg,10+0,1501800000000.0,1501800000000.0
x3qqYZK7,10+0,1501800000000.0,1501800000000.0
TTXLxBqr,10+0,1501800000000.0,1501800000000.0
tz5RAeQT,10+0,1501800000000.0,1501800000000.0
M0iO8NeI,10+0,1501800000000.0,1501800000000.0
DuBCgvJa,10+0,1501780000000.0,1501780000000.0
4Sqxp7eu,10+0,1501780000000.0,1501780000000.0
zbVWQB0i,10+0,1501780000000.0,1501780000000.0
e0t2usED,10+5,1500750000000.0,1500750000000.0
jcoH8Yl5,10+5,1500750000000.0,1500750000000.0
ynfbOFga,10+5,1500680000000.0,1500680000000.0
VG0al8lF,10+5,1500680000000.0,1500680000000.0
QR3IXpzt,10+5,1500670000000.0,1500670000000.0
4SrloqB0,10+5,1500670000000.0,1500670000000.0
aQ1k38XF,10+5,1500670000000.0,1500670000000.0
PccY4zs2,10+5,1500660000000.0,1500660000000.0
MXV6B40A,10+5,1500660000000.0,1500660000000.0
1mi2HfIm,10+5,1500660000000.0,1500660000000.0
yqlKfOAp,10+5,1500660000000.0,1500660000000.0
PSjD1Xhv,10+5,1500660000000.0,1500660000000.0
eswCrJcC,10+5,1500660000000.0,1500660000000.0
D9vtX3w9,10+5,1500610000000.0,1500610000000.0
Twie5enB,10+5,1500610000000.0,1500610000000.0
eoC6bFlt,10+5,1500610000000.0,1500610000000.0
Sex2TQMA,10+5,1500590000000.0,1500590000000.0
5Si2wSRc,180+0,1503440000000.0,1503440000000.0
iKbLCzcl,10+0,1501990000000.0,1501990000000.0
2MbA3y3n,10+0,1501990000000.0,1501990000000.0
P5HuMoRZ,10+0,1501890000000.0,1501890000000.0
QgodfZ9N,10+0,1501880000000.0,1501880000000.0
8FYUaMEF,10+0,1501880000000.0,1501880000000.0
OLLL4UW9,10+0,1501880000000.0,1501880000000.0
hjAt7pYG,10+0,1501880000000.0,1501880000000.0
WZ0QVNtC,20+0,1500580000000.0,1500580000000.0
nt4Pwj5C,17+5,1500580000000.0,1500580000000.0
EfbR5viI,8+0,1500580000000.0,1500580000000.0
JrlAIscq,30+0,1501800000000.0,1501800000000.0
Pl9lWO03,30+0,1501800000000.0,1501800000000.0
1PCJShdC,15+15,1500760000000.0,1500760000000.0
KsrYTVJW,10+0,1500760000000.0,1500760000000.0
ZydVhIrf,15+15,1500590000000.0,1500590000000.0
GUt4BWYv,15+0,1500950000000.0,1500950000000.0
KOX0GIOh,15+0,1500400000000.0,1500400000000.0
JLq6d7LP,15+0,1500340000000.0,1500340000000.0
3fwBIVZP,10+0,1503950000000.0,1503950000000.0
4RggB4Pd,10+0,1503850000000.0,1503850000000.0
Yb0t6EPX,10+0,1503850000000.0,1503850000000.0
zHBeN1Ql,10+0,1503850000000.0,1503850000000.0
HsolNMZx,15+0,1503600000000.0,1503610000000.0
fDGEuax4,8+5,1503540000000.0,1503540000000.0
yzk9TBrf,5+5,1503540000000.0,1503540000000.0
7EOkF0DP,5+8,1503370000000.0,1503370000000.0
Jdcqh0ZM,2+10,1503370000000.0,1503370000000.0
zoaBo5Hf,10+0,1503180000000.0,1503180000000.0
lad73Yza,6+5,1502580000000.0,1502580000000.0
IdLtnMSr,10+0,1504200000000.0,1504200000000.0
jVg6I7ln,10+0,1504200000000.0,1504200000000.0
FBDzyVF9,10+0,1504190000000.0,1504190000000.0
99WIHFGT,10+0,1504190000000.0,1504190000000.0
IwZxp7dg,10+0,1504120000000.0,1504120000000.0
ZP5ZQVcC,10+0,1504120000000.0,1504120000000.0
mcIe47kW,10+0,1504110000000.0,1504110000000.0
izepvFbk,10+0,1504110000000.0,1504110000000.0
079kHDqh,10+0,1504110000000.0,1504110000000.0
3HcbGoZ7,10+0,1504110000000.0,1504110000000.0
nbM0dEPe,10+0,1503640000000.0,1503640000000.0
hN4to7eV,15+5,1503420000000.0,1503420000000.0
3T6iRhh0,15+5,1503330000000.0,1503330000000.0
p80h54Rh,10+3,1503680000000.0,1503690000000.0
7yjm4QKt,15+1,1503600000000.0,1503600000000.0
GLNSsTvw,5+8,1503510000000.0,1503510000000.0
AKDSQGBI,15+0,1503010000000.0,1503010000000.0
PklztzJG,30+0,1502900000000.0,1502910000000.0
KU3BtTZA,10+9,1502820000000.0,1502830000000.0
ngPkTMFq,10+0,1502800000000.0,1502800000000.0
PG8ZOrx8,3+8,1502760000000.0,1502760000000.0
hh4qc2VN,60+120,1502740000000.0,1502740000000.0
F8VACPac,10+0,1502710000000.0,1502710000000.0
WddnNxvy,10+0,1502710000000.0,1502710000000.0
IstEfy2X,90+120,1502680000000.0,1502680000000.0
rXQXKATs,15+8,1502680000000.0,1502680000000.0
BR4DwSI4,5+5,1502680000000.0,1502680000000.0
3PMOVHCd,10+3,1502670000000.0,1502670000000.0
ZnlHxqo0,5+8,1502990000000.0,1502990000000.0
DUjvd9GQ,5+8,1502990000000.0,1502990000000.0
hrWVSoCt,5+8,1502900000000.0,1502900000000.0
Y0ubgfvj,5+8,1502900000000.0,1502900000000.0
x3jqgdWW,5+8,1502900000000.0,1502900000000.0
4hOpQkq4,5+8,1502900000000.0,1502900000000.0
U7NDaOs3,5+8,1502810000000.0,1502810000000.0
BXpDfkWi,5+8,1502810000000.0,1502810000000.0
BqpWJ53F,5+8,1502810000000.0,1502810000000.0
ApAyKSwj,8+0,1502560000000.0,1502560000000.0
xacBVmLA,8+0,1502560000000.0,1502560000000.0
JP6ug5fw,8+0,1502560000000.0,1502560000000.0
cOtmY0Wx,8+0,1502560000000.0,1502560000000.0
zkP3Fthl,8+0,1502560000000.0,1502560000000.0
vM7Emdp3,9+1,1500470000000.0,1500470000000.0
3iG76tYn,9+1,1500470000000.0,1500470000000.0
NZ89tkpl,5+5,1500020000000.0,1500020000000.0
C1JCoZAG,5+5,1500020000000.0,1500020000000.0
8z5O0GXW,5+5,1500020000000.0,1500020000000.0
xqeX9j9X,5+5,1500020000000.0,1500020000000.0
lVByKtnM,8+0,1500020000000.0,1500020000000.0
O2lH7Ylz,5+5,1500020000000.0,1500020000000.0
YFAGqr4x,5+5,1500010000000.0,1500020000000.0
i2XoU16H,5+5,1500010000000.0,1500010000000.0
sviA3YFR,5+5,1499980000000.0,1499980000000.0
ufqg7t3b,5+5,1499970000000.0,1499980000000.0
T9C3CKwR,5+8,1499970000000.0,1499970000000.0
blXTFCHC,9+3,1499970000000.0,1499970000000.0
Qc2LiPNG,8+0,1499970000000.0,1499970000000.0
o5uWDufD,5+5,1499950000000.0,1499950000000.0
WsLE7r8G,8+0,1499950000000.0,1499950000000.0
tfKCa5g6,5+5,1499950000000.0,1499950000000.0
0pV2ZEKN,5+5,1499950000000.0,1499950000000.0
bo6KptgN,5+5,1499950000000.0,1499950000000.0
CMeeDg2P,5+5,1499950000000.0,1499950000000.0
TpJErHGl,6+10,1499950000000.0,1499950000000.0
WnMm30N9,10+0,1503990000000.0,1503990000000.0
bn42hcxq,10+0,1503990000000.0,1503990000000.0
cMSuepTX,10+0,1504050000000.0,1504050000000.0
HFJ7z4tg,10+0,1504050000000.0,1504050000000.0
6bL2hd0X,10+0,1504040000000.0,1504040000000.0
UiMj8nXK,10+0,1503790000000.0,1503800000000.0
pM3fIP4b,10+0,1503760000000.0,1503760000000.0
bTIIkDZL,10+0,1503760000000.0,1503760000000.0
Yekg9T0E,2+15,1503760000000.0,1503760000000.0
trc6nw8p,10+1,1503710000000.0,1503710000000.0
GK3m5eMT,5+8,1503710000000.0,1503710000000.0
ObJZSmQe,15+15,1503690000000.0,1503690000000.0
iJubJD4Y,10+0,1503620000000.0,1503620000000.0
oNpjGRlN,10+0,1503540000000.0,1503540000000.0
WB4cuSmD,10+0,1503540000000.0,1503540000000.0
rDQajEka,10+0,1503520000000.0,1503520000000.0
ZCuSLgmJ,10+0,1503520000000.0,1503520000000.0
JDSNvohS,10+0,1503510000000.0,1503520000000.0
AusrgQtE,15+15,1503450000000.0,1503460000000.0
RjReoOOB,10+0,1503440000000.0,1503440000000.0
5cfVF8SL,10+0,1503440000000.0,1503440000000.0
9y0B0iGR,10+0,1503440000000.0,1503440000000.0
TpzoFNxO,10+0,1503350000000.0,1503350000000.0
c9WUjuhv,10+0,1503350000000.0,1503350000000.0
wZf7MIFt,10+0,1503350000000.0,1503350000000.0
xegjALEz,10+0,1503340000000.0,1503340000000.0
zKEJPiXZ,10+0,1503340000000.0,1503340000000.0
wmytcciw,5+12,1503180000000.0,1503180000000.0
Rl65IQlX,5+8,1503180000000.0,1503180000000.0
0am1YP3X,10+0,1503170000000.0,1503180000000.0
mw9H8a1S,10+0,1503170000000.0,1503170000000.0
EqSC4jnk,10+0,1503170000000.0,1503170000000.0
0CCos4zy,10+0,1503170000000.0,1503170000000.0
P8PM7tjz,10+0,1503170000000.0,1503170000000.0
3Xzd26zM,10+0,1503170000000.0,1503170000000.0
Manr2avh,10+0,1503170000000.0,1503170000000.0
HJmmJQON,10+0,1503170000000.0,1503170000000.0
4lFC7APk,10+0,1503170000000.0,1503170000000.0
3rut0m4E,10+0,1503170000000.0,1503170000000.0
9uLhcP9g,10+0,1503110000000.0,1503110000000.0
Mn8AEg13,60+10,1504140000000.0,1504140000000.0
c3O7fGUn,10+0,1504140000000.0,1504140000000.0
7zzPkdqI,10+0,1504140000000.0,1504140000000.0
2ERWk5Nz,10+0,1504140000000.0,1504140000000.0
LEmwK75U,5+60,1504050000000.0,1504060000000.0
qYIME8DX,10+0,1503700000000.0,1503700000000.0
qMp7FQYG,10+0,1503700000000.0,1503700000000.0
g6PrunIx,10+0,1503700000000.0,1503700000000.0
2jX8ylTs,10+0,1503610000000.0,1503610000000.0
zGqvcAue,8+0,1502580000000.0,1502580000000.0
23WLlukF,5+8,1502600000000.0,1502600000000.0
DTfofNSS,15+3,1502510000000.0,1502510000000.0
6YAtxCka,25+0,1502510000000.0,1502510000000.0
JLfmEWad,25+0,1502510000000.0,1502510000000.0
FqftsOiN,25+0,1502500000000.0,1502510000000.0
mskSEbwv,25+0,1502500000000.0,1502500000000.0
1hVQBHde,10+0,1502500000000.0,1502500000000.0
MRBPa9AX,8+15,1502500000000.0,1502500000000.0
iCq06qa3,15+5,1502440000000.0,1502440000000.0
W9898sKn,11+0,1502260000000.0,1502260000000.0
cUi6SZv8,30+25,1502260000000.0,1502260000000.0
pmaYJ9Kv,12+1,1502250000000.0,1502260000000.0
dKenDQ27,10+5,1502250000000.0,1502250000000.0
sfeyoLzl,15+0,1502250000000.0,1502250000000.0
79RGpjMH,15+3,1501760000000.0,1501760000000.0
KVgN96ck,8+0,1501670000000.0,1501670000000.0
65Um9Tcf,25+0,1501670000000.0,1501670000000.0
stmk2OCH,15+5,1501670000000.0,1501670000000.0
niNth6JB,10+0,1501670000000.0,1501670000000.0
0rISydr6,15+10,1501670000000.0,1501670000000.0
9JFLJi6k,15+10,1501670000000.0,1501670000000.0
inyTCeV2,10+0,1501670000000.0,1501670000000.0
td0tnDDQ,20+5,1501670000000.0,1501670000000.0
uMoXrR1H,10+5,1501660000000.0,1501660000000.0
RmLnL0CM,15+5,1501500000000.0,1501500000000.0
djXJIqVW,5+8,1501490000000.0,1501490000000.0
srcEDwLR,10+0,1501490000000.0,1501490000000.0
zlQThGVX,8+0,1501490000000.0,1501490000000.0
iZxEsXji,8+0,1501490000000.0,1501490000000.0
0zirgLwT,14+0,1501480000000.0,1501480000000.0
DlQedaAr,10+5,1501150000000.0,1501150000000.0
yP8CgGMt,10+5,1501150000000.0,1501150000000.0
NLpJ8sIu,10+5,1501150000000.0,1501150000000.0
cNG54gY5,10+5,1501150000000.0,1501150000000.0
WHRdaJm2,10+5,1501150000000.0,1501150000000.0
6mELPaah,10+0,1500090000000.0,1500090000000.0
eP09Yv7W,10+0,1500090000000.0,1500090000000.0
KfuKdhkr,7+2,1499930000000.0,1499930000000.0
V7a3QIoB,10+0,1499910000000.0,1499910000000.0
mzWzFRLc,10+0,1499910000000.0,1499910000000.0
eBQhNVnO,10+0,1499910000000.0,1499910000000.0
pSa9EQDs,10+0,1499910000000.0,1499910000000.0
2QfmNLYQ,5+60,1499860000000.0,1499860000000.0
DRU2XG6w,9+0,1499180000000.0,1499180000000.0
3sgLsYyY,9+0,1499180000000.0,1499180000000.0
O0OBA96e,9+0,1499180000000.0,1499180000000.0
XryQwipq,15+0,1499180000000.0,1499180000000.0
1tXeLMK6,10+0,1499180000000.0,1499180000000.0
AkbbM88h,10+0,1499180000000.0,1499180000000.0
ZACSaRzi,10+0,1499180000000.0,1499180000000.0
HpBrr0uW,10+0,1499180000000.0,1499180000000.0
XzDEJEAK,10+0,1499170000000.0,1499180000000.0
w5In6nw7,15+2,1499170000000.0,1499170000000.0
xoVyq1H5,25+25,1499170000000.0,1499170000000.0
OKJpY1xW,25+25,1499170000000.0,1499170000000.0
2WXCama5,10+0,1499140000000.0,1499140000000.0
AhfLQxfz,10+0,1499130000000.0,1499130000000.0
xo07RRgm,10+0,1499130000000.0,1499130000000.0
aHpSpXBY,10+0,1499130000000.0,1499130000000.0
5YtoU21m,60+20,1499130000000.0,1499130000000.0
vU4OAYrU,10+0,1499130000000.0,1499130000000.0
NUEMIiIT,10+0,1499130000000.0,1499130000000.0
c2BoVvDL,20+0,1499130000000.0,1499130000000.0
MEaajEWP,20+0,1499130000000.0,1499130000000.0
QuGLUpj8,20+0,1499130000000.0,1499130000000.0
lzzUULmL,20+0,1499130000000.0,1499130000000.0
zQa62crG,20+0,1499120000000.0,1499120000000.0
MVTxIbDr,10+10,1499060000000.0,1499060000000.0
H4zTJFmx,10+10,1499060000000.0,1499060000000.0
czF9TnjD,10+0,1504240000000.0,1504240000000.0
trLo4I84,10+0,1504240000000.0,1504240000000.0
wqOb8n7u,10+0,1503870000000.0,1503870000000.0
leDTU8io,10+0,1503870000000.0,1503870000000.0
gGcUX2oU,15+15,1503850000000.0,1503850000000.0
FjcroNzG,10+0,1503700000000.0,1503700000000.0
Ou70lN6m,10+0,1503690000000.0,1503700000000.0
jI6vrt7Y,10+0,1503690000000.0,1503690000000.0
SL1YfsON,10+0,1503690000000.0,1503690000000.0
TPZImYDg,10+15,1503520000000.0,1503530000000.0
Jr3VBrtt,15+15,1503510000000.0,1503510000000.0
2LA4I7yX,15+15,1503510000000.0,1503510000000.0
706gBrbu,10+0,1503460000000.0,1503460000000.0
SF1j338f,10+0,1503420000000.0,1503420000000.0
iwrqxj3v,10+0,1503420000000.0,1503420000000.0
bS25Hae9,10+0,1503340000000.0,1503340000000.0
gTif4XeH,10+0,1503030000000.0,1503030000000.0
aMvDDuFq,10+0,1502990000000.0,1502990000000.0
dr60ddrr,10+0,1502920000000.0,1502920000000.0
mZd5JBYe,10+0,1502920000000.0,1502920000000.0
XVKCnvwD,5+8,1499020000000.0,1499020000000.0
0jzEWHFq,15+5,1500840000000.0,1500840000000.0
1WxtTGrt,10+0,1499310000000.0,1499310000000.0
3LlDTciR,10+0,1499310000000.0,1499310000000.0
XIU742Tt,8+10,1498920000000.0,1498920000000.0
koMxs6zC,10+2,1498920000000.0,1498920000000.0
UpILIA09,15+0,1498910000000.0,1498910000000.0
yuLQgQ8W,10+8,1498910000000.0,1498910000000.0
GXPHhq87,5+10,1498910000000.0,1498910000000.0
7dlGJV2O,15+0,1498910000000.0,1498910000000.0
zVNcT1R0,45+0,1498910000000.0,1498910000000.0
01K0joz0,10+0,1498870000000.0,1498870000000.0
5eE4dLmE,20+3,1498740000000.0,1498740000000.0
fIXmXV1x,45+0,1498740000000.0,1498740000000.0
dhgWqOOk,30+10,1498730000000.0,1498730000000.0
WRNkn1iH,14+12,1498720000000.0,1498720000000.0
FHV15YuL,30+0,1498720000000.0,1498720000000.0
BcLrAQj3,8+0,1498720000000.0,1498720000000.0
LFcZOLca,30+0,1498720000000.0,1498720000000.0
tieuBsvB,30+0,1498720000000.0,1498720000000.0
e2WIo75M,20+5,1498720000000.0,1498720000000.0
bnfGdfCF,12+0,1498720000000.0,1498720000000.0
xSYK64xr,20+0,1498630000000.0,1498630000000.0
DAr1R7eV,15+15,1498570000000.0,1498570000000.0
vuGnyb7L,10+1,1498570000000.0,1498570000000.0
iYHEAYqF,7+7,1498570000000.0,1498570000000.0
x7qfVB60,10+10,1498570000000.0,1498570000000.0
ZSUzhRPE,10+0,1504280000000.0,1504280000000.0
w7Jan8kW,10+10,1503760000000.0,1503760000000.0
0pTEZ4c0,10+10,1503760000000.0,1503760000000.0
3hmhY2QN,10+10,1503580000000.0,1503580000000.0
oKdWwqks,10+10,1503580000000.0,1503590000000.0
qFAi4678,10+10,1503580000000.0,1503590000000.0
uwEoLEqt,10+10,1503580000000.0,1503590000000.0
rqAoLyjN,10+10,1503580000000.0,1503590000000.0
XRuQPSzH,10+0,1503580000000.0,1503580000000.0
RDWDc6gB,10+0,1503580000000.0,1503580000000.0
y2fV8bHp,15+0,1503500000000.0,1503500000000.0
6Ew7d4T6,15+0,1503500000000.0,1503500000000.0
hYgldZgW,15+0,1503500000000.0,1503500000000.0
zPupVDBF,20+60,1502380000000.0,1502380000000.0
D45GXjvY,60+0,1502380000000.0,1502380000000.0
